Time,File,SignedReturn,DirectionalMFE,DirectionalMAE,RollingEntropy,RollingDirectionalPresence,Stop,Target,PolicyOutcome
2026-04-21 11:25:00,xApvaV01StateLog_ES.csv,-1.25,1.75,-7.25,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-04-21 11:30:00,xApvaV01StateLog_ES.csv,-13.25,0.75,-16.75,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-04-21 11:35:00,xApvaV01StateLog_ES.csv,6.25,12.25,-6.75,0.9999999999971146,0.0,6.0,8.0,-6.0
2026-04-21 12:05:00,xApvaV01StateLog_ES.csv,11.25,12.0,-4.5,1.2954618442339936,0.0,6.0,8.0,8.0
2026-04-21 12:10:00,xApvaV01StateLog_ES.csv,6.25,12.25,-5.25,0.8812908992278072,0.0,6.0,8.0,8.0
2026-04-21 12:35:00,xApvaV01StateLog_ES.csv,-32.25,0.25,-47.5,1.1567796494427114,0.0,6.0,8.0,-6.0
2026-04-21 13:10:00,xApvaV01StateLog_ES.csv,-1.5,13.25,-14.0,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-04-21 13:15:00,xApvaV01StateLog_ES.csv,-1.0,5.5,-4.75,0.9999999999971146,0.0,6.0,8.0,-1.0
2026-04-21 13:20:00,xApvaV01StateLog_ES.csv,-0.75,8.75,-1.5,0.9709505944517832,0.0,6.0,8.0,8.0
2026-04-22 06:55:00,xApvaV01StateLog_ES.csv,-11.75,4.5,-12.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-22 07:00:00,xApvaV01StateLog_ES.csv,9.5,13.5,-6.5,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-04-22 09:00:00,xApvaV01StateLog_ES.csv,0.75,2.5,-5.5,1.2954618442339936,0.0,6.0,8.0,0.75
2026-04-22 09:05:00,xApvaV01StateLog_ES.csv,7.75,9.0,-2.5,1.2954618442339936,0.0,6.0,8.0,8.0
2026-04-22 09:35:00,xApvaV01StateLog_ES.csv,2.75,3.75,-5.0,0.9709505944517832,0.0,6.0,8.0,2.75
2026-04-22 09:40:00,xApvaV01StateLog_ES.csv,1.0,2.25,-7.0,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-04-22 11:50:00,xApvaV01StateLog_ES.csv,0.0,1.0,-7.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 07:15:00,xApvaV01StateLog_ES.csv,-5.75,0.75,-10.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 07:20:00,xApvaV01StateLog_ES.csv,-7.75,0.5,-10.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 08:05:00,xApvaV01StateLog_ES.csv,2.75,5.5,-3.25,0.9999999999971146,0.0,6.0,8.0,2.75
2026-04-23 08:20:00,xApvaV01StateLog_ES.csv,-4.75,3.25,-6.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 08:25:00,xApvaV01StateLog_ES.csv,-9.25,2.25,-13.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 08:55:00,xApvaV01StateLog_ES.csv,-1.75,5.0,-7.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 11:40:00,xApvaV01StateLog_ES.csv,-17.75,1.25,-22.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 11:45:00,xApvaV01StateLog_ES.csv,8.0,19.25,-0.75,1.2954618442339936,0.0,6.0,8.0,8.0
2026-04-23 12:00:00,xApvaV01StateLog_ES.csv,-12.75,3.75,-15.75,1.1567796494427114,0.0,6.0,8.0,-6.0
2026-04-23 12:05:00,xApvaV01StateLog_ES.csv,-12.5,0.0,-15.25,1.1567796494427114,0.0,6.0,8.0,-6.0
2026-04-23 12:10:00,xApvaV01StateLog_ES.csv,1.0,10.5,-2.0,1.1567796494427114,0.0,6.0,8.0,8.0
2026-04-23 12:20:00,xApvaV01StateLog_ES.csv,-11.5,4.25,-14.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 12:35:00,xApvaV01StateLog_ES.csv,5.5,10.0,-15.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 12:40:00,xApvaV01StateLog_ES.csv,-10.75,11.5,-13.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-23 12:45:00,xApvaV01StateLog_ES.csv,-8.75,9.0,-16.25,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-04-24 08:20:00,xApvaV01StateLog_ES.csv,17.75,19.25,-1.75,1.2954618442339936,0.0,6.0,8.0,8.0
2026-04-24 08:50:00,xApvaV01StateLog_ES.csv,0.5,8.25,-1.75,1.2954618442339936,0.0,6.0,8.0,8.0
2026-04-24 08:55:00,xApvaV01StateLog_ES.csv,-6.75,1.0,-10.0,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-04-24 09:30:00,xApvaV01StateLog_ES.csv,1.0,5.5,-4.75,0.9219280948830342,0.0,6.0,8.0,1.0
2026-04-24 09:35:00,xApvaV01StateLog_ES.csv,-1.25,1.25,-8.5,1.1567796494427114,0.0,6.0,8.0,-6.0
2026-04-24 09:40:00,xApvaV01StateLog_ES.csv,1.0,3.75,-6.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-24 09:45:00,xApvaV01StateLog_ES.csv,-2.5,1.25,-7.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-24 09:50:00,xApvaV01StateLog_ES.csv,-1.25,0.0,-6.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-24 09:55:00,xApvaV01StateLog_ES.csv,-3.75,4.0,-4.0,1.2954618442339936,0.0,6.0,8.0,-3.75
2026-04-24 10:00:00,xApvaV01StateLog_ES.csv,-4.5,2.0,-8.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-24 10:05:00,xApvaV01StateLog_ES.csv,-5.25,0.75,-8.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-24 10:10:00,xApvaV01StateLog_ES.csv,3.0,6.5,-2.75,1.2954618442339936,0.0,6.0,8.0,3.0
2026-04-24 10:15:00,xApvaV01StateLog_ES.csv,1.0,6.0,-2.75,0.8812908992278072,0.0,6.0,8.0,1.0
2026-04-24 13:35:00,xApvaV01StateLog_ES.csv,-0.5,1.25,-2.0,1.1567796494427114,0.0,6.0,8.0,-0.5
2026-04-24 13:40:00,xApvaV01StateLog_ES.csv,2.5,10.75,-3.0,1.2954618442339936,0.0,6.0,8.0,8.0
2026-04-27 06:45:00,xApvaV01StateLog_ES.csv,0.75,6.0,-11.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-27 07:00:00,xApvaV01StateLog_ES.csv,-4.0,1.75,-7.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-27 07:05:00,xApvaV01StateLog_ES.csv,-4.5,3.5,-5.75,0.8812908992278072,0.0,6.0,8.0,-4.5
2026-04-27 10:30:00,xApvaV01StateLog_ES.csv,1.25,6.25,-0.25,1.2954618442339936,0.0,6.0,8.0,1.25
2026-04-27 11:05:00,xApvaV01StateLog_ES.csv,2.0,3.5,-0.75,1.2954618442339936,0.0,6.0,8.0,2.0
2026-04-27 13:40:00,xApvaV01StateLog_ES.csv,-37.75,0.5,-45.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-27 13:45:00,xApvaV01StateLog_ES.csv,-32.25,0.75,-45.0,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-04-27 13:55:00,xApvaV01StateLog_ES.csv,29.5,44.0,-0.25,0.9709505944517832,0.0,6.0,8.0,8.0
2026-04-27 14:00:00,xApvaV01StateLog_ES.csv,35.0,43.5,22.25,0.9999999999971146,0.0,6.0,8.0,8.0
2026-04-28 06:35:00,xApvaV01StateLog_ES.csv,-0.25,5.75,-13.75,0.9999999999971146,0.0,6.0,8.0,-6.0
2026-04-28 07:05:00,xApvaV01StateLog_ES.csv,1.75,4.75,-9.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-28 07:10:00,xApvaV01StateLog_ES.csv,12.25,13.0,-0.25,0.8812908992278072,0.0,6.0,8.0,8.0
2026-04-28 10:30:00,xApvaV01StateLog_ES.csv,7.75,9.0,0.0,1.2954618442339936,0.0,6.0,8.0,8.0
2026-04-28 10:35:00,xApvaV01StateLog_ES.csv,6.0,7.0,-0.25,0.9709505944517832,0.0,6.0,8.0,6.0
2026-04-28 10:40:00,xApvaV01StateLog_ES.csv,3.0,5.5,-1.0,1.2954618442339936,0.0,6.0,8.0,3.0
2026-04-28 13:30:00,xApvaV01StateLog_ES.csv,2.0,3.25,0.0,1.1567796494427114,0.0,6.0,8.0,2.0
2026-04-29 14:00:00,xApvaV01StateLog_ES.csv,-25.75,-25.25,-59.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-30 06:35:00,xApvaV01StateLog_ES.csv,16.0,21.0,-3.75,1.2954618442339936,0.0,6.0,8.0,8.0
2026-04-30 07:40:00,xApvaV01StateLog_ES.csv,-26.0,-0.25,-31.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-30 07:45:00,xApvaV01StateLog_ES.csv,-21.75,0.25,-22.5,1.1567796494427114,0.0,6.0,8.0,-6.0
2026-04-30 07:50:00,xApvaV01StateLog_ES.csv,15.0,17.25,-1.25,1.1567796494427114,0.0,6.0,8.0,8.0
2026-04-30 08:00:00,xApvaV01StateLog_ES.csv,4.0,6.75,-3.25,1.2954618442339936,0.0,6.0,8.0,4.0
2026-04-30 08:15:00,xApvaV01StateLog_ES.csv,-3.25,6.5,-5.5,1.2954618442339936,0.0,6.0,8.0,-3.25
2026-04-30 08:20:00,xApvaV01StateLog_ES.csv,3.0,4.75,-7.5,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-04-30 12:35:00,xApvaV01StateLog_ES.csv,5.5,6.5,-8.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-04-30 12:40:00,xApvaV01StateLog_ES.csv,4.5,8.75,-5.75,0.8812908992278072,0.0,6.0,8.0,8.0
2026-05-01 09:10:00,xApvaV01StateLog_ES.csv,5.75,9.5,-6.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-01 09:15:00,xApvaV01StateLog_ES.csv,2.5,9.0,-6.5,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-01 09:45:00,xApvaV01StateLog_ES.csv,-5.25,2.0,-8.0,0.9219280948830342,0.0,6.0,8.0,-6.0
2026-05-01 11:15:00,xApvaV01StateLog_ES.csv,4.75,6.0,-4.25,1.2954618442339936,0.0,6.0,8.0,4.75
2026-05-01 11:45:00,xApvaV01StateLog_ES.csv,-6.0,4.25,-6.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-01 12:00:00,xApvaV01StateLog_ES.csv,-11.0,0.75,-11.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-01 12:05:00,xApvaV01StateLog_ES.csv,10.0,11.75,0.0,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-01 12:10:00,xApvaV01StateLog_ES.csv,4.5,7.75,-1.5,1.2954618442339936,0.0,6.0,8.0,4.5
2026-05-01 12:15:00,xApvaV01StateLog_ES.csv,2.75,5.25,-0.75,0.8812908992278072,0.0,6.0,8.0,2.75
2026-05-01 13:10:00,xApvaV01StateLog_ES.csv,7.5,7.75,-0.75,0.8812908992278072,0.0,6.0,8.0,7.5
2026-05-01 13:15:00,xApvaV01StateLog_ES.csv,7.25,8.5,-0.5,0.9709505944517832,0.0,6.0,8.0,8.0
2026-05-01 13:25:00,xApvaV01StateLog_ES.csv,0.75,3.5,-1.75,0.9709505944517832,0.0,6.0,8.0,0.75
2026-05-01 13:30:00,xApvaV01StateLog_ES.csv,2.0,3.5,-0.25,0.8812908992278072,0.0,6.0,8.0,2.0
2026-05-01 14:00:00,xApvaV01StateLog_ES.csv,-6.5,5.5,-8.5,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-04 06:35:00,xApvaV01StateLog_ES.csv,-8.75,5.0,-8.75,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-05-04 06:40:00,xApvaV01StateLog_ES.csv,-4.5,2.25,-9.75,0.9999999999971146,0.0,6.0,8.0,-6.0
2026-05-04 07:10:00,xApvaV01StateLog_ES.csv,-15.5,1.0,-18.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 07:20:00,xApvaV01StateLog_ES.csv,5.0,6.75,-3.5,1.2954618442339936,0.0,6.0,8.0,5.0
2026-05-04 07:25:00,xApvaV01StateLog_ES.csv,4.25,7.5,-2.75,1.2954618442339936,0.0,6.0,8.0,4.25
2026-05-04 07:30:00,xApvaV01StateLog_ES.csv,-6.75,1.25,-8.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 07:35:00,xApvaV01StateLog_ES.csv,7.25,9.0,-5.0,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-04 07:40:00,xApvaV01StateLog_ES.csv,-8.75,3.25,-15.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 07:45:00,xApvaV01StateLog_ES.csv,-11.5,2.0,-17.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 07:50:00,xApvaV01StateLog_ES.csv,-15.5,3.5,-17.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 07:55:00,xApvaV01StateLog_ES.csv,-31.5,1.25,-33.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 08:00:00,xApvaV01StateLog_ES.csv,-32.25,5.5,-35.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 08:05:00,xApvaV01StateLog_ES.csv,-25.0,2.25,-35.25,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-04 10:55:00,xApvaV01StateLog_ES.csv,-1.5,6.25,-2.25,1.2954618442339936,0.0,6.0,8.0,-1.5
2026-05-04 11:00:00,xApvaV01StateLog_ES.csv,-6.5,6.75,-8.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 11:05:00,xApvaV01StateLog_ES.csv,-11.75,0.75,-17.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 11:10:00,xApvaV01StateLog_ES.csv,-11.0,0.5,-15.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-04 11:15:00,xApvaV01StateLog_ES.csv,9.5,13.0,-0.25,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-04 11:20:00,xApvaV01StateLog_ES.csv,12.0,12.5,-0.5,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-04 12:30:00,xApvaV01StateLog_ES.csv,1.75,3.5,-4.75,1.2954618442339936,0.0,6.0,8.0,1.75
2026-05-04 12:35:00,xApvaV01StateLog_ES.csv,-2.0,5.75,-2.5,0.8812908992278072,0.0,6.0,8.0,-2.0
2026-05-04 14:00:00,xApvaV01StateLog_ES.csv,47.5,52.0,39.0,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-05 07:20:00,xApvaV01StateLog_ES.csv,-5.5,1.75,-15.5,1.1567796494427114,0.0,6.0,8.0,-6.0
2026-05-05 07:25:00,xApvaV01StateLog_ES.csv,4.5,7.75,-5.5,0.9219280948830342,0.0,6.0,8.0,4.5
2026-05-05 07:30:00,xApvaV01StateLog_ES.csv,-4.0,1.0,-9.5,1.1567796494427114,0.0,6.0,8.0,-6.0
2026-05-05 07:35:00,xApvaV01StateLog_ES.csv,1.25,1.5,-6.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-05 07:50:00,xApvaV01StateLog_ES.csv,-8.5,2.25,-9.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-05 07:55:00,xApvaV01StateLog_ES.csv,4.5,7.25,-0.5,1.2954618442339936,0.0,6.0,8.0,4.5
2026-05-05 08:00:00,xApvaV01StateLog_ES.csv,0.0,5.0,-1.5,0.8812908992278072,0.0,6.0,8.0,0.0
2026-05-05 11:30:00,xApvaV01StateLog_ES.csv,1.75,3.5,-0.75,0.9219280948830342,0.0,6.0,8.0,1.75
2026-05-05 11:35:00,xApvaV01StateLog_ES.csv,-1.0,1.5,-2.25,1.1567796494427114,0.0,6.0,8.0,-1.0
2026-05-05 13:55:00,xApvaV01StateLog_ES.csv,-46.25,0.5,-51.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-06 08:45:00,xApvaV01StateLog_ES.csv,-3.0,1.5,-6.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-06 08:50:00,xApvaV01StateLog_ES.csv,-3.75,2.0,-4.5,1.1567796494427114,0.0,6.0,8.0,-3.75
2026-05-06 09:05:00,xApvaV01StateLog_ES.csv,-0.5,2.25,-2.75,0.8812908992278072,0.0,6.0,8.0,-0.5
2026-05-06 09:10:00,xApvaV01StateLog_ES.csv,1.25,4.0,-0.5,0.8812908992278072,0.0,6.0,8.0,1.25
2026-05-06 09:25:00,xApvaV01StateLog_ES.csv,-5.25,1.75,-7.25,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-05-06 09:30:00,xApvaV01StateLog_ES.csv,-8.75,0.75,-9.25,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-05-06 09:55:00,xApvaV01StateLog_ES.csv,-6.75,3.75,-8.5,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-05-06 10:00:00,xApvaV01StateLog_ES.csv,-6.75,3.5,-8.75,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-05-06 10:35:00,xApvaV01StateLog_ES.csv,4.25,4.25,-2.0,1.1567796494427114,0.0,6.0,8.0,4.25
2026-05-06 11:40:00,xApvaV01StateLog_ES.csv,1.25,2.5,-5.0,0.9219280948830342,0.0,6.0,8.0,1.25
2026-05-06 11:45:00,xApvaV01StateLog_ES.csv,5.5,7.5,-3.0,1.1567796494427114,0.0,6.0,8.0,5.5
2026-05-06 11:50:00,xApvaV01StateLog_ES.csv,-9.5,1.25,-10.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-06 11:55:00,xApvaV01StateLog_ES.csv,-7.5,1.25,-8.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-06 12:00:00,xApvaV01StateLog_ES.csv,-9.0,0.25,-10.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-06 12:05:00,xApvaV01StateLog_ES.csv,-5.5,0.75,-7.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-06 12:10:00,xApvaV01StateLog_ES.csv,1.0,4.75,-0.25,1.2954618442339936,0.0,6.0,8.0,1.0
2026-05-06 12:15:00,xApvaV01StateLog_ES.csv,2.0,2.5,-2.25,1.2954618442339936,0.0,6.0,8.0,2.0
2026-05-06 12:40:00,xApvaV01StateLog_ES.csv,-1.0,6.25,-4.5,1.2954618442339936,0.0,6.0,8.0,-1.0
2026-05-06 12:45:00,xApvaV01StateLog_ES.csv,2.25,9.0,-1.75,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-06 13:10:00,xApvaV01StateLog_ES.csv,-0.5,6.75,-3.25,1.2954618442339936,0.0,6.0,8.0,-0.5
2026-05-07 10:05:00,xApvaV01StateLog_ES.csv,14.0,22.5,-6.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-07 10:10:00,xApvaV01StateLog_ES.csv,11.75,24.25,-3.75,0.8812908992278072,0.0,6.0,8.0,8.0
2026-05-07 12:50:00,xApvaV01StateLog_ES.csv,-8.5,6.25,-17.75,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-08 07:45:00,xApvaV01StateLog_ES.csv,-4.25,3.5,-4.5,1.1567796494427114,0.0,6.0,8.0,-4.25
2026-05-08 08:10:00,xApvaV01StateLog_ES.csv,-2.25,7.0,-2.75,1.2954618442339936,0.0,6.0,8.0,-2.25
2026-05-08 08:15:00,xApvaV01StateLog_ES.csv,-7.0,5.5,-7.75,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-08 09:55:00,xApvaV01StateLog_ES.csv,-4.75,2.5,-5.75,0.9709505944517832,0.0,6.0,8.0,-4.75
2026-05-08 10:00:00,xApvaV01StateLog_ES.csv,-7.25,1.0,-8.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-08 11:45:00,xApvaV01StateLog_ES.csv,4.0,11.75,0.0,0.8812908992278072,0.0,6.0,8.0,8.0
2026-05-08 13:50:00,xApvaV01StateLog_ES.csv,7.75,7.75,-11.75,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-05-08 13:55:00,xApvaV01StateLog_ES.csv,12.25,15.75,-11.5,0.9999999999971146,0.0,6.0,8.0,-6.0
2026-05-11 06:35:00,xApvaV01StateLog_ES.csv,-8.25,5.0,-12.75,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-05-11 06:40:00,xApvaV01StateLog_ES.csv,-10.25,0.75,-16.0,0.9999999999971146,0.0,6.0,8.0,-6.0
2026-05-11 06:45:00,xApvaV01StateLog_ES.csv,-4.0,0.5,-7.75,0.9999999999971146,0.0,6.0,8.0,-6.0
2026-05-11 07:15:00,xApvaV01StateLog_ES.csv,-4.5,5.5,-15.0,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-11 07:20:00,xApvaV01StateLog_ES.csv,-5.25,1.0,-19.5,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-11 09:05:00,xApvaV01StateLog_ES.csv,2.5,3.5,-1.5,1.2954618442339936,0.0,6.0,8.0,2.5
2026-05-11 09:10:00,xApvaV01StateLog_ES.csv,-2.25,1.25,-3.75,0.8812908992278072,0.0,6.0,8.0,-2.25
2026-05-11 09:15:00,xApvaV01StateLog_ES.csv,0.25,1.75,-3.25,0.8812908992278072,0.0,6.0,8.0,0.25
2026-05-11 09:20:00,xApvaV01StateLog_ES.csv,4.0,12.5,-3.75,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-11 09:45:00,xApvaV01StateLog_ES.csv,2.25,6.25,-2.5,1.2954618442339936,0.0,6.0,8.0,2.25
2026-05-11 09:50:00,xApvaV01StateLog_ES.csv,4.5,5.25,-1.5,0.8812908992278072,0.0,6.0,8.0,4.5
2026-05-11 13:30:00,xApvaV01StateLog_ES.csv,-1.75,1.0,-2.25,1.1567796494427114,0.0,6.0,8.0,-1.75
2026-05-11 13:35:00,xApvaV01StateLog_ES.csv,-1.5,0.25,-3.0,1.2954618442339936,0.0,6.0,8.0,-1.5
2026-05-11 13:40:00,xApvaV01StateLog_ES.csv,-27.25,0.75,-29.25,0.9709505944517832,0.0,6.0,8.0,-6.0
2026-05-12 08:00:00,xApvaV01StateLog_ES.csv,17.0,18.5,-2.5,0.9709505944517832,0.0,6.0,8.0,8.0
2026-05-12 08:05:00,xApvaV01StateLog_ES.csv,11.5,16.5,-5.75,0.8812908992278072,0.0,6.0,8.0,8.0
2026-05-12 08:10:00,xApvaV01StateLog_ES.csv,11.5,21.75,-0.5,1.1567796494427114,0.0,6.0,8.0,8.0
2026-05-12 08:15:00,xApvaV01StateLog_ES.csv,1.0,14.0,-0.75,1.1567796494427114,0.0,6.0,8.0,8.0
2026-05-12 08:30:00,xApvaV01StateLog_ES.csv,-8.0,2.25,-14.5,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-12 08:35:00,xApvaV01StateLog_ES.csv,-3.75,9.25,-4.75,0.9709505944517832,0.0,6.0,8.0,8.0
2026-05-12 08:40:00,xApvaV01StateLog_ES.csv,1.25,6.5,-10.0,0.9999999999971146,0.0,6.0,8.0,-6.0
2026-05-12 10:30:00,xApvaV01StateLog_ES.csv,7.5,7.75,-2.0,1.1567796494427114,0.0,6.0,8.0,7.5
2026-05-12 11:20:00,xApvaV01StateLog_ES.csv,10.25,12.75,-0.25,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-12 11:25:00,xApvaV01StateLog_ES.csv,2.5,7.0,-0.25,0.8812908992278072,0.0,6.0,8.0,2.5
2026-05-12 11:35:00,xApvaV01StateLog_ES.csv,-1.0,4.25,-3.5,1.1567796494427114,0.0,6.0,8.0,-1.0
2026-05-12 11:40:00,xApvaV01StateLog_ES.csv,1.75,4.5,-3.25,1.1567796494427114,0.0,6.0,8.0,1.75
2026-05-12 11:45:00,xApvaV01StateLog_ES.csv,2.25,4.0,-4.75,1.2954618442339936,0.0,6.0,8.0,2.25
2026-05-12 11:50:00,xApvaV01StateLog_ES.csv,10.75,13.0,-1.5,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-12 11:55:00,xApvaV01StateLog_ES.csv,8.0,12.25,-2.75,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-12 12:00:00,xApvaV01StateLog_ES.csv,9.5,14.25,-0.5,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-12 12:05:00,xApvaV01StateLog_ES.csv,8.25,11.75,-2.0,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-12 12:10:00,xApvaV01StateLog_ES.csv,14.25,16.0,-0.25,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-12 12:15:00,xApvaV01StateLog_ES.csv,6.75,9.5,-5.75,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-12 12:20:00,xApvaV01StateLog_ES.csv,9.75,10.5,-4.75,0.8812908992278072,0.0,6.0,8.0,8.0
2026-05-13 10:55:00,xApvaV01StateLog_ES.csv,-10.75,4.5,-13.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-13 11:00:00,xApvaV01StateLog_ES.csv,-15.25,0.5,-17.5,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-13 12:35:00,xApvaV01StateLog_ES.csv,-8.0,4.75,-8.75,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-13 12:40:00,xApvaV01StateLog_ES.csv,-9.5,2.5,-12.25,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-14 09:30:00,xApvaV01StateLog_ES.csv,2.25,6.25,-3.5,1.2954618442339936,0.0,6.0,8.0,2.25
2026-05-14 09:35:00,xApvaV01StateLog_ES.csv,-2.0,5.0,-7.0,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-14 09:50:00,xApvaV01StateLog_ES.csv,10.0,11.25,-2.5,1.1567796494427114,0.0,6.0,8.0,8.0
2026-05-14 11:20:00,xApvaV01StateLog_ES.csv,-5.25,0.5,-9.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-14 11:25:00,xApvaV01StateLog_ES.csv,0.25,0.75,-6.75,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-15 07:15:00,xApvaV01StateLog_ES.csv,7.5,15.75,-3.5,0.8812908992278072,0.0,6.0,8.0,8.0
2026-05-15 07:20:00,xApvaV01StateLog_ES.csv,0.75,7.0,-12.0,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-15 07:25:00,xApvaV01StateLog_ES.csv,-7.5,4.25,-10.75,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-15 07:30:00,xApvaV01StateLog_ES.csv,-3.25,8.0,-11.5,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-15 07:55:00,xApvaV01StateLog_ES.csv,2.0,13.5,-2.25,1.2954618442339936,0.0,6.0,8.0,8.0
2026-05-15 08:00:00,xApvaV01StateLog_ES.csv,-3.25,8.5,-8.25,0.8812908992278072,0.0,6.0,8.0,-6.0
2026-05-15 08:30:00,xApvaV01StateLog_ES.csv,-17.5,7.0,-20.0,1.1567796494427114,0.0,6.0,8.0,-6.0
2026-05-15 09:10:00,xApvaV01StateLog_ES.csv,-10.25,6.5,-11.25,1.2954618442339936,0.0,6.0,8.0,-6.0
2026-05-15 09:15:00,xApvaV01StateLog_ES.csv,9.0,10.75,-5.75,0.8812908992278072,0.0,6.0,8.0,8.0
